Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,iv_30d,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,highPrice,lowPrice,openPrice,closePrice,52WeekHigh,52WeekLow,netChange,netPercentChange,dividendDate,dividendYield,snapshot_ts,Snapshot_Age_Hours,iv_surface_source,iv_surface_date,iv_surface_age_days,history_depth_ok,iv_data_stale,regime_confidence,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call_hist,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,iv_rank_252d,iv_percentile_252d,iv_history_count,iv_index_30d_hist,IV_30_D_Call,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20,Price_vs_SMA50,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,intraday_range_pct,gap_pct,intraday_position_pct,compression_tag,gap_tag,intraday_position_tag,pct_from_52w_high,pct_from_52w_low,52w_range_position,52w_regime_tag,52w_strategy_context,net_change,net_percent_change,momentum_tag,entry_timing_context,days_to_earnings,earnings_proximity_flag,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,SMA20,SMA50,Atr_Pct,Chart_Source,Universal_Data_Complete,Directional_Data_Complete,Completeness_Score,Completeness_Reason,Crossover_Age_Bucket,IV_Coverage_Pct,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,thesis,EXECUTABLE,Validation_Status,Data_Completeness_Pct,Missing_Required_Data,Theory_Compliance_Score,Evaluation_Notes,Execution_State,Strategy_Family,Strategy_Family_Rank,Min_DTE,Max_DTE,Target_DTE,Timeframe_Label,DTE_Rationale,Expiration_Count_Target
AZO,2026-01-09 11:24:56.717189,2026-01-09,,schwab,3365.46,135541.0,lastPrice,1767986426597,1767986448603,248.114,True,OPEN,OK,COMPUTED,23.311,22.045822218754704,20.292369118818986,28.82847690891961,25.7944065591412,24.09174615083029,22.045822218754704,20.292369118818986,28.82847690891961,25.7944065591412,24.09174615083029,23.112216642154692,23.126815069886877,22.726666432584462,-6.782654690164904,Normal,3387.65,3303.69,3303.69,3313.99,4388.11,3162.0,51.47,1.55311271,,,2026-01-09 11:24:56.717189,1.3327606522222222,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,24.06,,,,,,,,,,,,,,,,,,,,,,,,,8,,23.311,,Unknown,Unknown,Falling,,False,Unknown,Neutral,0.49872019565644726,-5.8417473284599275,Stable,49.57893453713731,48.43529765537074,Strong,25.446237445872526,True,1.0915978484780802,Ascending Triangle,63.0,,,False,-5.517476908919608,Bidirectional,Unknown,2.494755546047198,0.31080359325163104,73.57074797522625,NORMAL,NO_GAP,NEAR_HIGH,23.30502197985009,6.434535104364328,16.59394344716217,NEAR_52W_LOW,CONTRARIAN,51.47,1.55311271,NORMAL,MODERATE,53.0,False,23.311,28.82847690891961,5.517476908919608,,,,,-19.13898166161004,,,,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,100.0,,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=nan)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-5.5, gap_60d=nan, gap_180d=nan, IV_Rank=nan",8000.0,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=nan)",True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1,45,60,52,Medium,Volatility (Long Straddle) with neutral IV (nan): 45-60 DTE for volatility play,2
AZO,2026-01-09 11:24:56.717189,2026-01-09,,schwab,3365.46,135541.0,lastPrice,1767986426597,1767986448603,248.114,True,OPEN,OK,COMPUTED,23.311,22.045822218754704,20.292369118818986,28.82847690891961,25.7944065591412,24.09174615083029,22.045822218754704,20.292369118818986,28.82847690891961,25.7944065591412,24.09174615083029,23.112216642154692,23.126815069886877,22.726666432584462,-6.782654690164904,Normal,3387.65,3303.69,3303.69,3313.99,4388.11,3162.0,51.47,1.55311271,,,2026-01-09 11:24:56.717189,1.3327606522222222,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,24.06,,,,,,,,,,,,,,,,,,,,,,,,,8,,23.311,,Unknown,Unknown,Falling,,False,Unknown,Neutral,0.49872019565644726,-5.8417473284599275,Stable,49.57893453713731,48.43529765537074,Strong,25.446237445872526,True,1.0915978484780802,Ascending Triangle,63.0,,,False,-5.517476908919608,Bidirectional,Unknown,2.494755546047198,0.31080359325163104,73.57074797522625,NORMAL,NO_GAP,NEAR_HIGH,23.30502197985009,6.434535104364328,16.59394344716217,NEAR_52W_LOW,CONTRARIAN,51.47,1.55311271,NORMAL,MODERATE,53.0,False,23.311,28.82847690891961,5.517476908919608,,,,,-19.13898166161004,,,,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,100.0,,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=nan),Natenberg Ch.9 - OTM volatility (requires significant price movement),Bidirectional,"gap_30d=-5.5, gap_60d=nan, gap_180d=nan, IV_Rank=nan",5000.0,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,Expansion + Moderately Cheap IV (IV_Rank=nan),True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1,45,60,52,Medium,Volatility (Long Strangle) with neutral IV (nan): 45-60 DTE for volatility play,2
MELI,2026-01-09 11:24:56.717189,2026-01-09,,schwab,2168.75,161433.0,lastPrice,1767986441374,1767986449113,247.604,True,OPEN,OK,COMPUTED,33.238,45.873841029185975,36.82450004805088,37.00406973893532,43.03191328799099,42.9263726131606,45.873841029185975,36.82450004805088,37.00406973893532,43.03191328799099,42.9263726131606,39.4466250011058,37.76614105364593,36.63902447944665,8.869771290250654,Normal,2193.06,2162.0,2191.498,2179.8,2645.22,1723.903,-11.05,-0.50692724,,,2026-01-09 11:24:56.717189,1.3327606522222222,historical_latest,2026-01-08,1,False,False,0.03968253968253968,,,,34.01,,,,,,,,,,,,,,,,,,,,,,,,,10,,33.238,,Unknown,Unknown,Rising,,False,Unknown,Bullish,7.54272771590866,5.1367841337695195,Falling,45.249330976936854,79.84989027714217,Strong,47.13115498241409,True,1.4179901011617453,,0.0,,,False,-3.7660697389353217,Bullish,Unknown,1.4321613832853,0.5366547389668715,21.732131358660695,NORMAL,NO_GAP,NEAR_LOW,18.01249045448015,25.80464214053807,48.28381545114223,MID_RANGE,NEUTRAL,-11.05,-0.50692724,NORMAL,MODERATE,46.0,False,33.238,37.00406973893532,3.7660697389353217,,,,,-10.177447414581806,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,100.0,,Long Call,1,Bullish + Cheap IV (gap_180d=nan),Natenberg Ch.3 - Directional with positive vega,Bullish,"gap_30d=-3.8, gap_60d=nan, gap_180d=nan",500.0,Defined (max loss = premium paid),"Long Delta, Long Vega, Short Theta",True,65,Bullish,Directional,Bullish + Cheap IV (gap_180d=nan),True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1,35,50,42,Short-Medium,Directional (Long Call) with moderate confidence (65): 35-50 DTE for directional exposure,2
MELI,2026-01-09 11:24:56.717189,2026-01-09,,schwab,2168.75,161433.0,lastPrice,1767986441374,1767986449113,247.604,True,OPEN,OK,COMPUTED,33.238,45.873841029185975,36.82450004805088,37.00406973893532,43.03191328799099,42.9263726131606,45.873841029185975,36.82450004805088,37.00406973893532,43.03191328799099,42.9263726131606,39.4466250011058,37.76614105364593,36.63902447944665,8.869771290250654,Normal,2193.06,2162.0,2191.498,2179.8,2645.22,1723.903,-11.05,-0.50692724,,,2026-01-09 11:24:56.717189,1.3327606522222222,historical_latest,2026-01-08,1,False,False,0.03968253968253968,,,,34.01,,,,,,,,,,,,,,,,,,,,,,,,,10,,33.238,,Unknown,Unknown,Rising,,False,Unknown,Bullish,7.54272771590866,5.1367841337695195,Falling,45.249330976936854,79.84989027714217,Strong,47.13115498241409,True,1.4179901011617453,,0.0,,,False,-3.7660697389353217,Bullish,Unknown,1.4321613832853,0.5366547389668715,21.732131358660695,NORMAL,NO_GAP,NEAR_LOW,18.01249045448015,25.80464214053807,48.28381545114223,MID_RANGE,NEUTRAL,-11.05,-0.50692724,NORMAL,MODERATE,46.0,False,33.238,37.00406973893532,3.7660697389353217,,,,,-10.177447414581806,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,100.0,,Long Call LEAP,1,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=nan)",Hull Ch.10 - Multi-year directional with defined risk,Bullish,"gap_30d=-3.8, gap_60d=nan, gap_180d=nan, IV_Rank=nan",3000.0,"Defined (max loss = premium, typically $2000-$5000)","Long Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bullish,Directional,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=nan)",True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1,365,730,547,LEAP,LEAP strategy (Long Call LEAP): 365-730 DTE for multi-year structural thesis,2
MELI,2026-01-09 11:24:56.717189,2026-01-09,,schwab,2168.75,161433.0,lastPrice,1767986441374,1767986449113,247.604,True,OPEN,OK,COMPUTED,33.238,45.873841029185975,36.82450004805088,37.00406973893532,43.03191328799099,42.9263726131606,45.873841029185975,36.82450004805088,37.00406973893532,43.03191328799099,42.9263726131606,39.4466250011058,37.76614105364593,36.63902447944665,8.869771290250654,Normal,2193.06,2162.0,2191.498,2179.8,2645.22,1723.903,-11.05,-0.50692724,,,2026-01-09 11:24:56.717189,1.3327606522222222,historical_latest,2026-01-08,1,False,False,0.03968253968253968,,,,34.01,,,,,,,,,,,,,,,,,,,,,,,,,10,,33.238,,Unknown,Unknown,Rising,,False,Unknown,Bullish,7.54272771590866,5.1367841337695195,Falling,45.249330976936854,79.84989027714217,Strong,47.13115498241409,True,1.4179901011617453,,0.0,,,False,-3.7660697389353217,Bullish,Unknown,1.4321613832853,0.5366547389668715,21.732131358660695,NORMAL,NO_GAP,NEAR_LOW,18.01249045448015,25.80464214053807,48.28381545114223,MID_RANGE,NEUTRAL,-11.05,-0.50692724,NORMAL,MODERATE,46.0,False,33.238,37.00406973893532,3.7660697389353217,,,,,-10.177447414581806,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,100.0,,Call Debit Spread,1,Bullish + Defined Risk/Reward,Natenberg Ch.5 - Directional with limited risk,Bullish,Any IV regime,,Defined (max loss = debit paid),"Long Delta, Short Vega, Short Theta",True,60,Bullish,Directional,Bullish + Defined Risk/Reward,True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1,30,50,40,Short-Medium,Debit spread (Call Debit Spread): 30-50 DTE for directional play,2
MKL,2026-01-09 11:24:56.717189,2026-01-09,,schwab,2132.9,20929.0,lastPrice,1767986337563,1767986384068,312.649,True,OPEN,OK,COMPUTED,18.866,10.937548962197832,13.837093426141694,12.084584344829372,19.181955202229943,18.34335247126884,10.937548962197832,13.837093426141694,12.084584344829372,19.181955202229943,18.34335247126884,18.81363855328876,18.37232533135532,18.285307398797613,-1.1470353826315414,Low_Compression,2164.9699,2124.965,2138.69,2147.15,2207.59,1621.893,-14.25,-0.66367045,,,2026-01-09 11:24:56.717189,1.3327606522222222,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,19.003,,,,,,,,,,,,,,,,,,,,,,,,,8,,18.866,,Unknown,Unknown,Falling,,False,Unknown,Neutral,-1.3733347989816034,2.099365222199519,Falling,37.724241579696645,39.25964847449015,Strong,11.44606526865136,True,0.606703342979506,,0.0,Shooting Star,Strong,True,6.781415655170628,Bidirectional,Unknown,1.8756106709175258,0.39401066530051637,19.83507020389993,NORMAL,NO_GAP,NEAR_LOW,3.3833275200558095,31.50682566605812,87.24767243130833,MID_RANGE,NEUTRAL,-14.25,-0.66367045,NORMAL,MODERATE,-72.0,False,18.866,12.084584344829372,6.781415655170628,,,,,56.11625076763348,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,100.0,,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=nan)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=6.8, gap_60d=nan, gap_180d=nan, IV_Rank=nan",8000.0,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=nan)",True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1,45,60,52,Medium,Volatility (Long Straddle) with neutral IV (nan): 45-60 DTE for volatility play,2
MKL,2026-01-09 11:24:56.717189,2026-01-09,,schwab,2132.9,20929.0,lastPrice,1767986337563,1767986384068,312.649,True,OPEN,OK,COMPUTED,18.866,10.937548962197832,13.837093426141694,12.084584344829372,19.181955202229943,18.34335247126884,10.937548962197832,13.837093426141694,12.084584344829372,19.181955202229943,18.34335247126884,18.81363855328876,18.37232533135532,18.285307398797613,-1.1470353826315414,Low_Compression,2164.9699,2124.965,2138.69,2147.15,2207.59,1621.893,-14.25,-0.66367045,,,2026-01-09 11:24:56.717189,1.3327606522222222,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,19.003,,,,,,,,,,,,,,,,,,,,,,,,,8,,18.866,,Unknown,Unknown,Falling,,False,Unknown,Neutral,-1.3733347989816034,2.099365222199519,Falling,37.724241579696645,39.25964847449015,Strong,11.44606526865136,True,0.606703342979506,,0.0,Shooting Star,Strong,True,6.781415655170628,Bidirectional,Unknown,1.8756106709175258,0.39401066530051637,19.83507020389993,NORMAL,NO_GAP,NEAR_LOW,3.3833275200558095,31.50682566605812,87.24767243130833,MID_RANGE,NEUTRAL,-14.25,-0.66367045,NORMAL,MODERATE,-72.0,False,18.866,12.084584344829372,6.781415655170628,,,,,56.11625076763348,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,100.0,,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=nan),Natenberg Ch.9 - OTM volatility (requires significant price movement),Bidirectional,"gap_30d=6.8, gap_60d=nan, gap_180d=nan, IV_Rank=nan",5000.0,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,Expansion + Moderately Cheap IV (IV_Rank=nan),True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1,45,60,52,Medium,Volatility (Long Strangle) with neutral IV (nan): 45-60 DTE for volatility play,2
FCNCA,2026-01-09 11:24:56.717189,2026-01-09,,schwab,2180.92,25688.0,lastPrice,1767986456434,1767986425285,271.432,True,OPEN,OK,COMPUTED,28.547,11.43048032695599,12.973598594350127,16.61172224388973,24.53016124863952,26.12190860508879,11.43048032695599,12.973598594350127,16.61172224388973,24.53016124863952,26.12190860508879,26.29254828258227,25.903131387195454,26.338792955444266,-5.18124191693374,Normal,2200.0,2169.52,2183.59,2177.72,2412.929,1473.62,3.2,0.14694267,,,2026-01-09 11:24:56.717189,1.3327606522222222,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,28.675,,,,,,,,,,,,,,,,,,,,,,,,,8,,28.547,,Unknown,Unknown,Falling,,False,Unknown,Bullish,1.2768487906940131,9.995158769818122,Falling,59.68016880918867,66.02939627144141,Strong,10.955655602316284,True,0.38377607462487423,,0.0,,,False,11.93527775611027,Bullish,Unknown,1.3975753351796496,0.2695479675991563,37.401574803149884,NORMAL,NO_GAP,MID_RANGE,9.615243548401134,47.997448460254354,75.30003438698022,MID_RANGE,NEUTRAL,3.2,0.14694267,FLAT_DAY,EARLY,14.0,False,28.547,16.61172224388973,11.93527775611027,,,,,71.84852708755355,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,100.0,,Long Call,1,Bullish + Cheap IV (gap_180d=nan),Natenberg Ch.3 - Directional with positive vega,Bullish,"gap_30d=11.9, gap_60d=nan, gap_180d=nan",500.0,Defined (max loss = premium paid),"Long Delta, Long Vega, Short Theta",True,65,Bullish,Directional,Bullish + Cheap IV (gap_180d=nan),True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1,35,50,42,Short-Medium,Directional (Long Call) with moderate confidence (65): 35-50 DTE for directional exposure,2
FCNCA,2026-01-09 11:24:56.717189,2026-01-09,,schwab,2180.92,25688.0,lastPrice,1767986456434,1767986425285,271.432,True,OPEN,OK,COMPUTED,28.547,11.43048032695599,12.973598594350127,16.61172224388973,24.53016124863952,26.12190860508879,11.43048032695599,12.973598594350127,16.61172224388973,24.53016124863952,26.12190860508879,26.29254828258227,25.903131387195454,26.338792955444266,-5.18124191693374,Normal,2200.0,2169.52,2183.59,2177.72,2412.929,1473.62,3.2,0.14694267,,,2026-01-09 11:24:56.717189,1.3327606522222222,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,28.675,,,,,,,,,,,,,,,,,,,,,,,,,8,,28.547,,Unknown,Unknown,Falling,,False,Unknown,Bullish,1.2768487906940131,9.995158769818122,Falling,59.68016880918867,66.02939627144141,Strong,10.955655602316284,True,0.38377607462487423,,0.0,,,False,11.93527775611027,Bullish,Unknown,1.3975753351796496,0.2695479675991563,37.401574803149884,NORMAL,NO_GAP,MID_RANGE,9.615243548401134,47.997448460254354,75.30003438698022,MID_RANGE,NEUTRAL,3.2,0.14694267,FLAT_DAY,EARLY,14.0,False,28.547,16.61172224388973,11.93527775611027,,,,,71.84852708755355,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,100.0,,Long Call LEAP,1,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=nan)",Hull Ch.10 - Multi-year directional with defined risk,Bullish,"gap_30d=11.9, gap_60d=nan, gap_180d=nan, IV_Rank=nan",3000.0,"Defined (max loss = premium, typically $2000-$5000)","Long Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bullish,Directional,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=nan)",True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1,365,730,547,LEAP,LEAP strategy (Long Call LEAP): 365-730 DTE for multi-year structural thesis,2
FCNCA,2026-01-09 11:24:56.717189,2026-01-09,,schwab,2180.92,25688.0,lastPrice,1767986456434,1767986425285,271.432,True,OPEN,OK,COMPUTED,28.547,11.43048032695599,12.973598594350127,16.61172224388973,24.53016124863952,26.12190860508879,11.43048032695599,12.973598594350127,16.61172224388973,24.53016124863952,26.12190860508879,26.29254828258227,25.903131387195454,26.338792955444266,-5.18124191693374,Normal,2200.0,2169.52,2183.59,2177.72,2412.929,1473.62,3.2,0.14694267,,,2026-01-09 11:24:56.717189,1.3327606522222222,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,28.675,,,,,,,,,,,,,,,,,,,,,,,,,8,,28.547,,Unknown,Unknown,Falling,,False,Unknown,Bullish,1.2768487906940131,9.995158769818122,Falling,59.68016880918867,66.02939627144141,Strong,10.955655602316284,True,0.38377607462487423,,0.0,,,False,11.93527775611027,Bullish,Unknown,1.3975753351796496,0.2695479675991563,37.401574803149884,NORMAL,NO_GAP,MID_RANGE,9.615243548401134,47.997448460254354,75.30003438698022,MID_RANGE,NEUTRAL,3.2,0.14694267,FLAT_DAY,EARLY,14.0,False,28.547,16.61172224388973,11.93527775611027,,,,,71.84852708755355,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,100.0,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=11.9, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=11.9, IV_Rank=nan",15000.0,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,"Bullish + Rich IV (gap_30d=11.9, IV_Rank=nan)",True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
